Order_ID,Customer_ID,Employee_ID,Order_Date,Order_Time,Payment_Method,Order_Type,Month,Day,Year,Weekend,Order_Detail_ID,Item_ID,Quantity,Item_Name,Category,Cost_Price,Selling_Price,Name,Gender,Age,City,Member,Employee_Name,Shift,Revenue,Cost,Profit
O00019,C098,E02,2025-06-22,20:05,UPI,Takeaway,June,Sunday,2025,True,39,1003,1,Cappuccino,Coffee,65,136,Ananya Joshi,Male,20,Jaipur,Yes,Pooja,Morning,136,65,71
O00019,C098,E02,2025-06-22,20:05,UPI,Takeaway,June,Sunday,2025,True,40,1016,3,Burger,Food,105,180,Ananya Joshi,Male,20,Jaipur,Yes,Pooja,Morning,540,315,225
O00019,C098,E02,2025-06-22,20:05,UPI,Takeaway,June,Sunday,2025,True,41,1004,1,Latte,Coffee,58,115,Ananya Joshi,Male,20,Jaipur,Yes,Pooja,Morning,115,58,57
O00020,C001,E04,2025-01-29,19:54,UPI,Takeaway,January,Wednesday,2025,False,42,1002,2,Americano,Coffee,33,167,Aarav Verma,Female,39,Kota,Yes,Sneha,Evening,334,66,268
O00020,C001,E04,2025-01-29,19:54,UPI,Takeaway,January,Wednesday,2025,False,43,1004,3,Latte,Coffee,58,115,Aarav Verma,Female,39,Kota,Yes,Sneha,Evening,345,174,171
O00021,C090,E04,2025-02-21,19:12,UPI,Dine In,February,Friday,2025,False,44,1007,1,Masala Tea,Tea,105,199,Aarav Singh,Female,42,Udaipur,Yes,Sneha,Evening,199,105,94
O00021,C090,E04,2025-02-21,19:12,UPI,Dine In,February,Friday,2025,False,45,1016,3,Burger,Food,105,180,Aarav Singh,Female,42,Udaipur,Yes,Sneha,Evening,540,315,225
O00022,C083,E02,2025-02-11,06:12,Card,Dine In,February,Tuesday,2025,False,46,1002,1,Americano,Coffee,33,167,Simran Gupta,Male,48,Udaipur,No,Pooja,Morning,167,33,134
O00023,C040,E05,2025-05-25,15:02,Cash,Takeaway,May,Sunday,2025,True,47,1004,3,Latte,Coffee,58,115,Priya Verma,Female,31,Jaipur,Yes,Karan,Morning,345,174,171
O00023,C040,E05,2025-05-25,15:02,Cash,Takeaway,May,Sunday,2025,True,48,1008,2,Green Tea,Tea,34,77,Priya Verma,Female,31,Jaipur,Yes,Karan,Morning,154,68,86
O00024,C052,E03,2025-05-08,17:10,UPI,Takeaway,May,Thursday,2025,False,49,1003,1,Cappuccino,Coffee,65,136,Vikas Singh,Male,39,Ajmer,No,Rahul,Morning,136,65,71
O00024,C052,E03,2025-05-08,17:10,UPI,Takeaway,May,Thursday,2025,False,50,1010,2,Brownie,Dessert,59,163,Vikas Singh,Male,39,Ajmer,No,Rahul,Morning,326,118,208
O00025,C042,E05,2025-05-15,01:13,UPI,Dine In,May,Thursday,2025,False,51,1001,3,Espresso,Coffee,111,165,Aarav Meena,Male,29,Jaipur,Yes,Karan,Morning,495,333,162
O00026,C035,E05,2025-05-30,20:50,UPI,Dine In,May,Friday,2025,False,52,1015,2,Pasta,Food,58,155,Priya Gupta,Male,35,Udaipur,Yes,Karan,Morning,310,116,194
O00026,C035,E05,2025-05-30,20:50,UPI,Dine In,May,Friday,2025,False,53,1016,1,Burger,Food,105,180,Priya Gupta,Male,35,Udaipur,Yes,Karan,Morning,180,105,75
O00027,C056,E04,2025-04-17,21:20,Card,Takeaway,April,Thursday,2025,False,54,1014,2,Paneer Sandwich,Food,99,192,Rohan Sharma,Male,52,Jaipur,No,Sneha,Evening,384,198,186
O00027,C056,E04,2025-04-17,21:20,Card,Takeaway,April,Thursday,2025,False,55,1006,3,Flat White,Coffee,99,150,Rohan Sharma,Male,52,Jaipur,No,Sneha,Evening,450,297,153
O00028,C021,E03,2025-01-20,09:00,UPI,Takeaway,January,Monday,2025,False,56,1013,3,Veg Sandwich,Food,113,242,Yash Singh,Female,19,Jaipur,No,Rahul,Morning,726,339,387
O00028,C021,E03,2025-01-20,09:00,UPI,Takeaway,January,Monday,2025,False,57,1014,1,Paneer Sandwich,Food,99,192,Yash Singh,Female,19,Jaipur,No,Rahul,Morning,192,99,93
O00029,C012,E03,2025-03-25,03:09,UPI,Dine In,March,Tuesday,2025,False,58,1001,3,Espresso,Coffee,111,165,Kabir Verma,Female,26,Ajmer,No,Rahul,Morning,495,333,162
O00029,C012,E03,2025-03-25,03:09,UPI,Dine In,March,Tuesday,2025,False,59,1011,2,Cheesecake,Dessert,107,150,Kabir Verma,Female,26,Ajmer,No,Rahul,Morning,300,214,86
O00030,C007,E02,2025-03-17,13:30,UPI,Takeaway,March,Monday,2025,False,60,1015,1,Pasta,Food,58,155,Neha Singh,Male,35,Jaipur,Yes,Pooja,Morning,155,58,97
O00030,C007,E02,2025-03-17,13:30,UPI,Takeaway,March,Monday,2025,False,61,1013,2,Veg Sandwich,Food,113,242,Neha Singh,Male,35,Jaipur,Yes,Pooja,Morning,484,226,258
O00030,C007,E02,2025-03-17,13:30,UPI,Takeaway,March,Monday,2025,False,62,1001,3,Espresso,Coffee,111,165,Neha Singh,Male,35,Jaipur,Yes,Pooja,Morning,495,333,162
O00031,C037,E04,2025-01-25,04:24,Card,Takeaway,January,Saturday,2025,True,63,1001,3,Espresso,Coffee,111,165,Rohan Verma,Male,44,Udaipur,No,Sneha,Evening,495,333,162
O00032,C031,E02,2025-04-22,04:12,UPI,Dine In,April,Tuesday,2025,False,64,1014,1,Paneer Sandwich,Food,99,192,Simran Verma,Female,33,Udaipur,No,Pooja,Morning,192,99,93
O00032,C031,E02,2025-04-22,04:12,UPI,Dine In,April,Tuesday,2025,False,65,1002,2,Americano,Coffee,33,167,Simran Verma,Female,33,Udaipur,No,Pooja,Morning,334,66,268
O00032,C031,E02,2025-04-22,04:12,UPI,Dine In,April,Tuesday,2025,False,66,1004,1,Latte,Coffee,58,115,Simran Verma,Female,33,Udaipur,No,Pooja,Morning,115,58,57
O00033,C020,E04,2025-04-29,05:53,Card,Takeaway,April,Tuesday,2025,False,67,1009,2,Lemon Tea,Tea,41,108,Priya Singh,Male,52,Alwar,Yes,Sneha,Evening,216,82,134
O00033,C020,E04,2025-04-29,05:53,Card,Takeaway,April,Tuesday,2025,False,68,1007,2,Masala Tea,Tea,105,199,Priya Singh,Male,52,Alwar,Yes,Sneha,Evening,398,210,188
O00033,C020,E04,2025-04-29,05:53,Card,Takeaway,April,Tuesday,2025,False,69,1014,1,Paneer Sandwich,Food,99,192,Priya Singh,Male,52,Alwar,Yes,Sneha,Evening,192,99,93
O00034,C071,E02,2025-03-25,11:43,UPI,Dine In,March,Tuesday,2025,False,70,1009,2,Lemon Tea,Tea,41,108,Ishita Singh,Female,36,Alwar,Yes,Pooja,Morning,216,82,134
O00035,C065,E03,2025-03-04,04:56,Cash,Takeaway,March,Tuesday,2025,False,71,1010,3,Brownie,Dessert,59,163,Simran Singh,Male,25,Kota,Yes,Rahul,Morning,489,177,312
O00035,C065,E03,2025-03-04,04:56,Cash,Takeaway,March,Tuesday,2025,False,72,1014,3,Paneer Sandwich,Food,99,192,Simran Singh,Male,25,Kota,Yes,Rahul,Morning,576,297,279
O00035,C065,E03,2025-03-04,04:56,Cash,Takeaway,March,Tuesday,2025,False,73,1016,2,Burger,Food,105,180,Simran Singh,Male,25,Kota,Yes,Rahul,Morning,360,210,150
O00036,C020,E04,2025-06-07,20:22,UPI,Takeaway,June,Saturday,2025,True,74,1013,2,Veg Sandwich,Food,113,242,Priya Singh,Male,52,Alwar,Yes,Sneha,Evening,484,226,258
O00036,C020,E04,2025-06-07,20:22,UPI,Takeaway,June,Saturday,2025,True,75,1008,1,Green Tea,Tea,34,77,Priya Singh,Male,52,Alwar,Yes,Sneha,Evening,77,34,43
O00037,C090,E02,2025-06-28,21:04,UPI,Dine In,June,Saturday,2025,True,76,1002,3,Americano,Coffee,33,167,Aarav Singh,Female,42,Udaipur,Yes,Pooja,Morning,501,99,402
O00037,C090,E02,2025-06-28,21:04,UPI,Dine In,June,Saturday,2025,True,77,1006,2,Flat White,Coffee,99,150,Aarav Singh,Female,42,Udaipur,Yes,Pooja,Morning,300,198,102
O00038,C049,E04,2025-05-09,17:11,Card,Dine In,May,Friday,2025,False,78,1002,3,Americano,Coffee,33,167,Neha Singh,Male,46,Alwar,No,Sneha,Evening,501,99,402
O00038,C049,E04,2025-05-09,17:11,Card,Dine In,May,Friday,2025,False,79,1003,3,Cappuccino,Coffee,65,136,Neha Singh,Male,46,Alwar,No,Sneha,Evening,408,195,213
O00039,C013,E04,2025-03-02,18:30,UPI,Takeaway,March,Sunday,2025,True,80,1005,2,Mocha,Coffee,43,169,Yash Gupta,Female,41,Ajmer,Yes,Sneha,Evening,338,86,252
O00040,C084,E02,2025-06-08,21:09,UPI,Takeaway,June,Sunday,2025,True,81,1013,1,Veg Sandwich,Food,113,242,Ananya Joshi,Female,51,Udaipur,Yes,Pooja,Morning,242,113,129
O00040,C084,E02,2025-06-08,21:09,UPI,Takeaway,June,Sunday,2025,True,82,1011,2,Cheesecake,Dessert,107,150,Ananya Joshi,Female,51,Udaipur,Yes,Pooja,Morning,300,214,86
O00041,C087,E05,2025-06-05,11:56,UPI,Takeaway,June,Thursday,2025,False,83,1016,1,Burger,Food,105,180,Ishita Joshi,Male,31,Jaipur,No,Karan,Morning,180,105,75
O00041,C087,E05,2025-06-05,11:56,UPI,Takeaway,June,Thursday,2025,False,84,1014,3,Paneer Sandwich,Food,99,192,Ishita Joshi,Male,31,Jaipur,No,Karan,Morning,576,297,279
O00041,C087,E05,2025-06-05,11:56,UPI,Takeaway,June,Thursday,2025,False,85,1009,1,Lemon Tea,Tea,41,108,Ishita Joshi,Male,31,Jaipur,No,Karan,Morning,108,41,67
O00042,C081,E03,2025-02-13,01:43,Card,Dine In,February,Thursday,2025,False,86,1004,3,Latte,Coffee,58,115,Aarav Meena,Male,25,Udaipur,Yes,Rahul,Morning,345,174,171
O00042,C081,E03,2025-02-13,01:43,Card,Dine In,February,Thursday,2025,False,87,1013,3,Veg Sandwich,Food,113,242,Aarav Meena,Male,25,Udaipur,Yes,Rahul,Morning,726,339,387
O00043,C013,E04,2025-06-09,04:21,UPI,Takeaway,June,Monday,2025,False,88,1002,2,Americano,Coffee,33,167,Yash Gupta,Female,41,Ajmer,Yes,Sneha,Evening,334,66,268
O00044,C008,E03,2025-05-26,06:24,UPI,Takeaway,May,Monday,2025,False,89,1008,3,Green Tea,Tea,34,77,Simran Joshi,Male,28,Udaipur,No,Rahul,Morning,231,102,129
O00045,C073,E02,2025-03-17,08:16,UPI,Dine In,March,Monday,2025,False,90,1013,1,Veg Sandwich,Food,113,242,Ishita Meena,Male,37,Kota,Yes,Pooja,Morning,242,113,129
O00045,C073,E02,2025-03-17,08:16,UPI,Dine In,March,Monday,2025,False,91,1010,2,Brownie,Dessert,59,163,Ishita Meena,Male,37,Kota,Yes,Pooja,Morning,326,118,208
O00045,C073,E02,2025-03-17,08:16,UPI,Dine In,March,Monday,2025,False,92,1011,3,Cheesecake,Dessert,107,150,Ishita Meena,Male,37,Kota,Yes,Pooja,Morning,450,321,129
O00046,C030,E04,2025-01-27,09:17,UPI,Takeaway,January,Monday,2025,False,93,1001,2,Espresso,Coffee,111,165,Neha Sharma,Male,35,Udaipur,Yes,Sneha,Evening,330,222,108
O00046,C030,E04,2025-01-27,09:17,UPI,Takeaway,January,Monday,2025,False,94,1015,2,Pasta,Food,58,155,Neha Sharma,Male,35,Udaipur,Yes,Sneha,Evening,310,116,194
O00047,C070,E02,2025-05-04,16:31,UPI,Takeaway,May,Sunday,2025,True,95,1010,3,Brownie,Dessert,59,163,Neha Meena,Female,25,Kota,No,Pooja,Morning,489,177,312
O00047,C070,E02,2025-05-04,16:31,UPI,Takeaway,May,Sunday,2025,True,96,1011,2,Cheesecake,Dessert,107,150,Neha Meena,Female,25,Kota,No,Pooja,Morning,300,214,86
O00047,C070,E02,2025-05-04,16:31,UPI,Takeaway,May,Sunday,2025,True,97,1007,2,Masala Tea,Tea,105,199,Neha Meena,Female,25,Kota,No,Pooja,Morning,398,210,188
O00048,C039,E02,2025-06-04,05:11,Card,Takeaway,June,Wednesday,2025,False,98,1008,2,Green Tea,Tea,34,77,Ishita Singh,Female,36,Udaipur,No,Pooja,Morning,154,68,86
O00049,C046,E05,2025-04-15,10:46,UPI,Takeaway,April,Tuesday,2025,False,99,1013,2,Veg Sandwich,Food,113,242,Priya Joshi,Female,47,Kota,Yes,Karan,Morning,484,226,258
O00050,C073,E01,2025-01-02,19:22,Card,Takeaway,January,Thursday,2025,False,100,1008,2,Green Tea,Tea,34,77,Ishita Meena,Male,37,Kota,Yes,Amit,Morning,154,68,86
O00050,C073,E01,2025-01-02,19:22,Card,Takeaway,January,Thursday,2025,False,101,1010,1,Brownie,Dessert,59,163,Ishita Meena,Male,37,Kota,Yes,Amit,Morning,163,59,104
O00051,C025,E05,2025-04-27,05:25,UPI,Dine In,April,Sunday,2025,True,102,1004,3,Latte,Coffee,58,115,Simran Meena,Female,31,Alwar,Yes,Karan,Morning,345,174,171
O00051,C025,E05,2025-04-27,05:25,UPI,Dine In,April,Sunday,2025,True,103,1015,1,Pasta,Food,58,155,Simran Meena,Female,31,Alwar,Yes,Karan,Morning,155,58,97
O00051,C025,E05,2025-04-27,05:25,UPI,Dine In,April,Sunday,2025,True,104,1011,2,Cheesecake,Dessert,107,150,Simran Meena,Female,31,Alwar,Yes,Karan,Morning,300,214,86
O00052,C057,E01,2025-05-24,21:29,UPI,Dine In,May,Saturday,2025,True,105,1010,2,Brownie,Dessert,59,163,Yash Meena,Male,45,Ajmer,Yes,Amit,Morning,326,118,208
O00053,C054,E02,2025-05-17,09:47,UPI,Takeaway,May,Saturday,2025,True,106,1009,2,Lemon Tea,Tea,41,108,Vikas Sharma,Male,39,Ajmer,No,Pooja,Morning,216,82,134
O00053,C054,E02,2025-05-17,09:47,UPI,Takeaway,May,Saturday,2025,True,107,1014,2,Paneer Sandwich,Food,99,192,Vikas Sharma,Male,39,Ajmer,No,Pooja,Morning,384,198,186
O00053,C054,E02,2025-05-17,09:47,UPI,Takeaway,May,Saturday,2025,True,108,1003,2,Cappuccino,Coffee,65,136,Vikas Sharma,Male,39,Ajmer,No,Pooja,Morning,272,130,142
O00054,C044,E01,2025-05-17,05:46,UPI,Dine In,May,Saturday,2025,True,109,1008,3,Green Tea,Tea,34,77,Yash Sharma,Female,55,Alwar,No,Amit,Morning,231,102,129
O00055,C087,E04,2025-05-13,04:09,Card,Takeaway,May,Tuesday,2025,False,110,1013,1,Veg Sandwich,Food,113,242,Ishita Joshi,Male,31,Jaipur,No,Sneha,Evening,242,113,129
O00056,C069,E01,2025-02-18,11:26,UPI,Takeaway,February,Tuesday,2025,False,111,1013,2,Veg Sandwich,Food,113,242,Aarav Meena,Male,41,Udaipur,Yes,Amit,Morning,484,226,258
O00056,C069,E01,2025-02-18,11:26,UPI,Takeaway,February,Tuesday,2025,False,112,1014,1,Paneer Sandwich,Food,99,192,Aarav Meena,Male,41,Udaipur,Yes,Amit,Morning,192,99,93
O00056,C069,E01,2025-02-18,11:26,UPI,Takeaway,February,Tuesday,2025,False,113,1011,3,Cheesecake,Dessert,107,150,Aarav Meena,Male,41,Udaipur,Yes,Amit,Morning,450,321,129
O00057,C061,E01,2025-02-12,21:35,UPI,Takeaway,February,Wednesday,2025,False,114,1008,3,Green Tea,Tea,34,77,Ananya Singh,Male,24,Udaipur,Yes,Amit,Morning,231,102,129
O00057,C061,E01,2025-02-12,21:35,UPI,Takeaway,February,Wednesday,2025,False,115,1011,2,Cheesecake,Dessert,107,150,Ananya Singh,Male,24,Udaipur,Yes,Amit,Morning,300,214,86
O00057,C061,E01,2025-02-12,21:35,UPI,Takeaway,February,Wednesday,2025,False,116,1002,3,Americano,Coffee,33,167,Ananya Singh,Male,24,Udaipur,Yes,Amit,Morning,501,99,402
O00058,C084,E04,2025-02-25,08:17,UPI,Dine In,February,Tuesday,2025,False,117,1010,2,Brownie,Dessert,59,163,Ananya Joshi,Female,51,Udaipur,Yes,Sneha,Evening,326,118,208
O00059,C013,E02,2025-01-22,11:20,Card,Dine In,January,Wednesday,2025,False,118,1015,3,Pasta,Food,58,155,Yash Gupta,Female,41,Ajmer,Yes,Pooja,Morning,465,174,291
O00059,C013,E02,2025-01-22,11:20,Card,Dine In,January,Wednesday,2025,False,119,1006,3,Flat White,Coffee,99,150,Yash Gupta,Female,41,Ajmer,Yes,Pooja,Morning,450,297,153
O00060,C070,E04,2025-05-08,02:59,UPI,Dine In,May,Thursday,2025,False,120,1004,2,Latte,Coffee,58,115,Neha Meena,Female,25,Kota,No,Sneha,Evening,230,116,114
O00060,C070,E04,2025-05-08,02:59,UPI,Dine In,May,Thursday,2025,False,121,1014,3,Paneer Sandwich,Food,99,192,Neha Meena,Female,25,Kota,No,Sneha,Evening,576,297,279
O00061,C036,E01,2025-03-16,15:05,Cash,Dine In,March,Sunday,2025,True,122,1015,2,Pasta,Food,58,155,Rohan Gupta,Male,21,Alwar,Yes,Amit,Morning,310,116,194
O00061,C036,E01,2025-03-16,15:05,Cash,Dine In,March,Sunday,2025,True,123,1004,1,Latte,Coffee,58,115,Rohan Gupta,Male,21,Alwar,Yes,Amit,Morning,115,58,57
O00062,C088,E03,2025-06-28,21:44,UPI,Takeaway,June,Saturday,2025,True,124,1013,2,Veg Sandwich,Food,113,242,Ishita Singh,Female,44,Jaipur,Yes,Rahul,Morning,484,226,258
O00063,C016,E04,2025-02-04,21:17,UPI,Dine In,February,Tuesday,2025,False,125,1001,2,Espresso,Coffee,111,165,Yash Gupta,Female,53,Jaipur,Yes,Sneha,Evening,330,222,108
O00063,C016,E04,2025-02-04,21:17,UPI,Dine In,February,Tuesday,2025,False,126,1016,1,Burger,Food,105,180,Yash Gupta,Female,53,Jaipur,Yes,Sneha,Evening,180,105,75
O00063,C016,E04,2025-02-04,21:17,UPI,Dine In,February,Tuesday,2025,False,127,1013,1,Veg Sandwich,Food,113,242,Yash Gupta,Female,53,Jaipur,Yes,Sneha,Evening,242,113,129
O00064,C073,E02,2025-05-24,14:21,UPI,Dine In,May,Saturday,2025,True,128,1007,1,Masala Tea,Tea,105,199,Ishita Meena,Male,37,Kota,Yes,Pooja,Morning,199,105,94
O00064,C073,E02,2025-05-24,14:21,UPI,Dine In,May,Saturday,2025,True,129,1014,2,Paneer Sandwich,Food,99,192,Ishita Meena,Male,37,Kota,Yes,Pooja,Morning,384,198,186
O00064,C073,E02,2025-05-24,14:21,UPI,Dine In,May,Saturday,2025,True,130,1015,1,Pasta,Food,58,155,Ishita Meena,Male,37,Kota,Yes,Pooja,Morning,155,58,97
O00065,C077,E01,2025-05-24,21:38,UPI,Dine In,May,Saturday,2025,True,131,1009,1,Lemon Tea,Tea,41,108,Ananya Verma,Male,19,Jaipur,Yes,Amit,Morning,108,41,67
O00066,C085,E01,2025-01-21,08:16,UPI,Takeaway,January,Tuesday,2025,False,132,1011,1,Cheesecake,Dessert,107,150,Vikas Gupta,Male,36,Ajmer,No,Amit,Morning,150,107,43
O00067,C034,E01,2025-02-02,01:17,UPI,Takeaway,February,Sunday,2025,True,133,1004,2,Latte,Coffee,58,115,Neha Sharma,Male,30,Ajmer,No,Amit,Morning,230,116,114
O00067,C034,E01,2025-02-02,01:17,UPI,Takeaway,February,Sunday,2025,True,134,1012,2,Muffin,Dessert,101,166,Neha Sharma,Male,30,Ajmer,No,Amit,Morning,332,202,130
O00067,C034,E01,2025-02-02,01:17,UPI,Takeaway,February,Sunday,2025,True,135,1002,2,Americano,Coffee,33,167,Neha Sharma,Male,30,Ajmer,No,Amit,Morning,334,66,268
O00068,C076,E01,2025-04-04,18:22,UPI,Dine In,April,Friday,2025,False,136,1002,3,Americano,Coffee,33,167,Simran Joshi,Female,23,Ajmer,No,Amit,Morning,501,99,402
